"longitude","latitude","GST"
"10.0","50.0","8.863144938151065"
"-10.0","49.0","13.253240966796898"
"28.0","48.0","8.319601440429711"
"1.0","46.0","11.149970499674502"
"21.0","46.0","11.60515543619794"
"-3.0","45.0","15.66626892089846"
"-5.0","44.0","16.523892211914085"
"4.0","44.0","12.00069986979169"
"30.0","44.0","14.789243570963565"
"10.0","43.0","18.540041097005233"
"-1.0","33.0","15.65563863118492"
"28.0","41.0","15.310445149739605"
"-1.0","40.0","11.827526855468772"
"32.0","40.0","10.63114929199221"
"-13.0","39.0","17.829710896809917"
"11.0","39.0","20.208879597981795"
"29.0","39.0","11.669219970703148"
"-3.0","38.0","14.085540771484398"
"34.0","38.0","11.112170410156272"
"16.0","35.0","22.383788045247417"
"28.0","34.0","21.991831461588564"
"-5.0","31.0","21.710773722330753"
"-13.0","32.0","20.697659301757835"
"27.0","43.0","10.944432576497418"
"30.0","51.0","6.562916056315127"
"0.0","49.0","10.445954386393252"
"12.0","49.0","8.716962687174503"
"17.0","47.0","10.32407633463544"
"32.0","47.0","9.464426676432314"
"-9.0","46.0","14.856514485677106"
"22.0","44.0","8.782082112630231"
"19.0","43.0","6.53627624511721"
"37.0","43.0","15.401910400390648"
"12.0","42.0","17.568423461914087"
"23.0","42.0","8.304822794596378"
"31.0","42.0","16.3563415527344"
"-8.0","36.0","19.38110961914065"
"10.0","36.0","19.710748291015648"
"20.0","34.0","22.717671712239607"
"29.0","32.0","22.841978963216167"
"30.0","31.0","23.406239827473982"
"16.0","30.0","23.27173767089846"
"9.0","29.0","22.814709472656272"
"24.0","33.0","22.619226074218773"
"-3.0","52.0","8.50741373697919"
"35.0","52.0","4.8650685628255435"
"4.0","51.0","10.21789449055992"
"-8.0","50.0","12.886659749348981"
"27.0","50.0","6.724853515625023"
"37.0","50.0","6.092842610677106"
"16.0","49.0","7.995383707682314"
"31.0","49.0","7.1515665690104395"
"-1.0","47.0","11.384393310546898"
"18.0","45.0","10.748068237304711"
"-8.0","43.0","11.274428304036482"
"-10.0","42.0","16.007304890950543"
"13.0","38.0","18.359526570638042"
"35.0","38.0","9.126059977213565"
"-7.0","37.0","18.714985148112003"
"27.0","36.0","20.974890136718773"
"37.0","36.0","18.934947713216168"
"-7.0","31.0","15.650459798177106"
"0.0","30.0","22.185577392578146"
"33.0","29.0","24.586987304687522"
"21.0","52.0","8.077244059244814"
"33.0","51.0","5.899016316731793"
"34.0","51.0","5.703178914388044"
"30.0","50.0","6.665306599934919"
"7.0","49.0","9.468005371093772"
"36.0","49.0","7.09655456542971"
"31.0","48.0","8.106653849283877"
"29.0","45.0","12.134369913737002"
"25.0","44.0","11.549382527669293"
"4.0","43.0","16.7502624511719"
"-9.0","38.0","17.033899943033877"
"35.0","37.0","17.987769571940127"
"4.0","36.0","15.512554931640647"
"27.0","35.0","21.045154825846378"
"-10.0","34.0","20.27915242513023"
"23.0","34.0","22.075982666015648"
"-12.0","33.0","20.408649698893253"
"38.0","33.0","19.17547607421877"
"-1.0","32.0","19.333794148763044"
"-3.0","31.0","21.402627563476585"
"35.0","31.0","21.9316589355469"
"26.0","42.0","12.622808837890648"
"19.0","52.0","8.50820719401044"
"8.0","51.0","8.227236938476585"
"28.0","50.0","6.548487345377627"
"17.0","49.0","9.07637125651044"
"32.0","49.0","7.397679646809919"
"22.0","46.0","10.489370727539086"
"10.0","45.0","11.920227050781273"
"31.0","44.0","14.897449747721376"
"28.0","43.0","13.286082967122418"
"-13.0","41.0","16.99311726888023"
"-11.0","40.0","17.01094360351565"
"13.0","40.0","19.865613810221376"
"-5.0","39.0","14.788990275065126"
"6.0","39.0","19.832368977864608"
"28.0","36.0","21.30417378743492"
"9.0","35.0","17.649273681640647"
"-7.0","32.0","17.72360026041669"
"4.0","32.0","21.831783040364606"
"6.0","32.0","22.634107462565126"
"31.0","31.0","24.13704223632815"
"17.0","30.0","23.182506306966168"
"37.0","52.0","4.60828552246096"
"-1.0","49.0","11.026059977213565"
"-13.0","48.0","13.886732991536482"
"2.0","48.0","10.837970987955751"
"-3.0","47.0","14.219257609049501"
"13.0","47.0","1.4243479410807518"
"15.0","46.0","8.295889282226586"
"12.0","44.0","12.029184977213564"
"23.0","44.0","10.705132039388044"
"29.0","41.0","16.071223958333356"
"-3.0","40.0","12.714725748697939"
"-2.0","40.0","11.048677571614606"
"16.0","37.0","21.682267252604188"
"20.0","36.0","21.6568786621094"
"33.0","35.0","20.049636840820334"
"2.0","34.0","15.186597696940128"
"25.0","33.0","22.604781087239605"
"34.0","33.0","23.328850301106794"
"-5.0","32.0","14.938870239257835"
"-4.0","29.0","23.142437744140647"
"29.0","52.0","6.241277058919294"
"0.0","48.0","10.888653564453147"
"16.0","48.0","7.829040527343773"
"-9.0","45.0","15.346897379557314"
"13.0","44.0","16.779743448893253"
"1.0","38.0","20.355320231119816"
"-4.0","37.0","15.327466837565128"
"-3.0","37.0","14.456093343098981"
"-5.0","36.0","19.665124511718773"
"3.0","36.0","15.430647786458357"
"10.0","35.0","20.41287333170575"
"19.0","35.0","22.335797119140647"
"12.0","34.0","23.016065470377626"
"31.0","34.0","22.35977986653648"
"28.0","29.0","21.964331054687523"
"18.0","31.0","24.06622721354169"
"-8.0","30.0","19.007137044270856"
"0.0","41.0","13.82864176432294"
"31.0","41.0","12.862632242838565"
"-13.0","52.0","11.962074788411481"
"-9.0","52.0","9.215960693359397"
"2.0","52.0","12.619304402669293"
"11.0","52.0","9.298544311523461"
"-11.0","51.0","12.256598917643252"
"9.0","51.0","8.34059244791669"
"13.0","51.0","8.922065226237002"
"25.0","51.0","7.443876139322939"
"6.0","50.0","8.043625895182315"
"-6.0","49.0","13.375115966796898"
"5.0","49.0","10.034552001953148"
"26.0","49.0","7.152898152669294"
"12.0","48.0","7.916394042968773"
"11.0","45.0","13.253027343750023"
"21.0","45.0","11.857824707031273"
"-11.0","44.0","15.667039998372418"
"9.0","44.0","18.05093892415367"
"34.0","44.0","14.248215738932315"
"-5.0","43.0","8.07809041341148"
"6.0","43.0","15.742427571614606"
"11.0","38.0","20.633111572265648"
"18.0","37.0","21.57090759277346"
"30.0","36.0","21.359939575195334"
"-8.0","35.0","20.234519449869815"
"37.0","35.0","18.902028401692732"
"0.0","34.0","15.977947998046897"
"14.0","33.0","23.536189778645856"
"10.0","30.0","22.49167683919273"
"27.0","30.0","22.861841837565127"
"5.0","42.0","17.70134989420575"
"-10.0","41.0","16.19318542480471"
"12.0","41.0","19.454396565755232"
"-12.0","40.0","17.268486531575544"
"32.0","39.0","11.089795939127628"
"22.0","43.0","9.084583536783876"
"-2.0","51.0","9.877947998046897"
"-5.0","50.0","12.561586507161481"
"4.0","50.0","9.682680257161481"
"19.0","49.0","5.47024841308596"
"14.0","47.0","3.2644022623698143"
"20.0","47.0","11.061998494466168"
"38.0","47.0","9.338629150390648"
"24.0","46.0","7.533447265625023"
"-2.0","44.0","16.303091430664086"
"33.0","44.0","14.585605875651064"
"30.0","43.0","15.585217285156272"
"21.0","38.0","20.278184000651063"
"22.0","36.0","21.025777180989607"
"19.0","30.0","23.742177327473982"
"37.0","30.0","19.533551025390647"
"17.0","32.0","23.85263875325523"
"32.0","32.0","23.278072102864606"
"34.0","31.0","21.680479939778667"
"7.0","30.0","22.92769978841148"
"-6.0","42.0","10.032667032877628"
"7.0","42.0","18.2275095621745"
"36.0","42.0","16.36499430338544"
"16.0","41.0","14.476343790690127"
"14.0","40.0","20.145001220703147"
"20.0","40.0","15.146771240234397"
"38.0","40.0","6.301358032226585"
"-1.0","39.0","14.234365844726586"
"17.0","39.0","18.840743001302105"
"20.0","43.0","6.584910074869814"
"10.0","52.0","9.31866353352867"
"27.0","52.0","6.582408650716169"
"11.0","48.0","7.726906331380231"
"18.0","47.0","10.224825032552106"
"36.0","45.0","12.273333740234397"
"37.0","45.0","12.491540527343773"
"-10.0","44.0","15.551277669270856"
"8.0","44.0","12.705823771158878"
"32.0","42.0","16.560211181640646"
"-7.0","39.0","15.470945231119815"
"30.0","39.0","10.074388631184918"
"10.0","38.0","20.338884480794295"
"37.0","38.0","9.851675415039086"
"17.0","35.0","22.52383219401044"
"-9.0","34.0","20.263440958658876"
"29.0","34.0","21.987954711914085"
"30.0","32.0","23.014932250976585"
"0.0","31.0","21.35262654622398"
"16.0","31.0","23.651555379231795"
"-1.0","30.0","22.191112263997418"
"-8.0","52.0","9.941003417968773"
"7.0","52.0","9.994766235351586"
"-10.0","51.0","12.255686442057314"
"12.0","51.0","9.654827880859397"
"23.0","51.0","7.68258972167971"
"31.0","51.0","6.439187622070335"
"29.0","48.0","7.850088500976585"
"-2.0","47.0","12.490252685546897"
"34.0","47.0","9.520359293619814"
"3.0","46.0","9.20707194010419"
"4.0","46.0","9.386895751953148"
"-8.0","45.0","15.25767517089846"
"7.0","45.0","2.7847259521484604"
"19.0","45.0","11.906904093424503"
"27.0","45.0","10.63096618652346"
"-1.0","42.0","13.501907348632836"
"24.0","42.0","7.65698649088544"
"-9.0","41.0","15.112375895182314"
"2.0","41.0","18.281314086914087"
"11.0","41.0","19.160625203450543"
"18.0","40.0","18.81005554199221"
"34.0","40.0","10.670833333333356"
"-8.0","38.0","16.574683634440127"
"-6.0","38.0","15.886584472656272"
"7.0","38.0","20.169549560546898"
"19.0","38.0","21.202404785156272"
"36.0","38.0","9.73570760091148"
"0.0","37.0","20.22658894856773"
"-13.0","34.0","19.91900329589846"
"11.0","34.0","23.69599304199221"
"21.0","34.0","22.39541219075523"
"-11.0","33.0","20.467515055338563"
"-3.0","33.0","15.791087849934918"
"-2.0","33.0","16.2516052246094"
"13.0","33.0","23.80426025390627"
"35.0","29.0","21.799981689453148"
"1.0","51.0","11.949347941080752"
"-11.0","50.0","12.719695027669294"
"15.0","49.0","7.140847778320335"
"-6.0","48.0","13.716803995768252"
"-10.0","47.0","14.368402099609398"
"8.0","47.0","5.673873901367211"
"-5.0","30.0","22.87647908528648"
"4.0","30.0","23.051032511393252"
"14.0","32.0","22.086854044596375"
"1.0","31.0","21.28097839355471"
"11.0","31.0","20.98492838541669"
"-5.0","35.0","17.01445719401044"
"22.0","35.0","21.744659423828146"
"30.0","35.0","21.703579711914085"
"26.0","34.0","21.847591145833356"
"-6.0","41.0","10.891848754882835"
"23.0","40.0","16.992693074544295"
"-9.0","37.0","17.690870157877626"
"-3.0","50.0","12.92857869466148"
"13.0","50.0","7.02899576822919"
"3.0","49.0","10.412416585286481"
"-8.0","48.0","13.771755981445335"
"19.0","48.0","9.39017028808596"
"23.0","47.0","7.618992106119815"
"-12.0","46.0","14.873154703776065"
"-11.0","43.0","16.086506144205753"
"9.0","43.0","17.214576212565127"
"12.0","29.0","21.874743652343774"
"38.0","32.0","19.819671630859396"
"-9.0","31.0","17.555268351237"
"33.0","36.0","20.09844462076825"
"-6.0","34.0","19.216136678059918"
"7.0","34.0","22.024477132161483"
"36.0","34.0","15.000324503580751"
"15.0","42.0","15.887947591145856"
"5.0","41.0","18.89688212076825"
"8.0","40.0","19.60161031087242"
"24.0","38.0","17.847305297851584"
"2.0","37.0","20.54032389322919"
"11.0","37.0","20.771220906575543"
"-2.0","36.0","19.980029296875024"
"32.0","52.0","5.5142781575521065"
"34.0","50.0","6.508264160156273"
"7.0","48.0","8.606299845377627"
"10.0","46.0","4.824172973632836"
"24.0","45.0","8.041217041015647"
"32.0","45.0","13.77140808105471"
"1.0","44.0","12.360408528645856"
"-2.0","43.0","11.447042846679711"
"22.0","30.0","22.979076131184918"
"30.0","30.0","21.921770222981795"
"-10.0","29.0","20.386865234375023"
"16.0","29.0","23.371548461914085"
"25.0","36.0","20.524404907226586"
"34.0","36.0","22.890110270182316"
"6.0","35.0","17.946075439453146"
"34.0","43.0","15.265788777669293"
"-8.0","41.0","12.319434611002627"
"7.0","41.0","18.68823852539065"
"19.0","41.0","19.371729532877627"
"14.0","39.0","20.367051188151063"
"9.0","36.0","16.730114746093772"
"13.0","36.0","21.55551656087242"
"24.0","52.0","7.284882609049502"
"-2.0","50.0","12.791970825195335"
"18.0","50.0","7.84732360839846"
"25.0","50.0","7.217234293619814"
"22.0","49.0","7.211865234375023"
"5.0","48.0","9.647015380859397"
"36.0","48.0","8.083690388997418"
"27.0","46.0","7.741494750976585"
"13.0","43.0","10.549739583333356"
"0.0","29.0","23.99804382324221"
"23.0","29.0","22.12694498697919"
"31.0","29.0","24.393876139322938"
"20.0","32.0","23.045456949869813"
"21.0","31.0","22.725885009765648"
"4.0","35.0","15.681583658854189"
"5.0","34.0","20.688867187500023"
"-7.0","33.0","18.602563476562523"
"8.0","33.0","21.727587890625024"
"3.0","42.0","15.257993570963565"
"36.0","41.0","10.658350626627627"
"20.0","39.0","20.561155192057313"
"38.0","39.0","8.691418457031272"
"21.0","37.0","21.507213338216168"
"29.0","37.0","14.311529541015648"
"-11.0","36.0","19.248961385091167"
"25.0","43.0","9.282895914713565"
"20.0","52.0","8.15652058919273"
"-11.0","49.0","13.200581868489605"
"-6.0","47.0","14.143006388346377"
"19.0","47.0","11.084146118164085"
"32.0","44.0","14.603465779622418"
"-13.0","43.0","16.2525085449219"
"-9.0","43.0","13.779829915364607"
"11.0","43.0","14.555730183919293"
"21.0","43.0","8.935382080078147"
"5.0","33.0","21.867978922526063"
"-11.0","42.0","16.43352966308596"
"9.0","42.0","13.753626505533877"
"34.0","42.0","12.812734985351586"
"30.0","41.0","15.33242594401044"
"5.0","40.0","19.53842976888023"
"20.0","38.0","20.285197957356793"
"11.0","36.0","21.55183308919273"
"21.0","36.0","21.35681152343752"
"29.0","36.0","22.357368977864606"
"6.0","34.0","22.19567871093752"
"-6.0","33.0","17.46035868326825"
"-3.0","30.0","22.52993876139325"
"-9.0","50.0","12.835772705078147"
"2.0","50.0","10.092361450195336"
"11.0","50.0","8.687952677408877"
"29.0","50.0","6.586883544921898"
"-2.0","49.0","13.093230183919294"
"18.0","49.0","7.878574625651065"
"-7.0","48.0","13.80397135416669"
"-10.0","46.0","14.913739013671897"
"28.0","45.0","11.333449300130232"
"24.0","44.0","11.143011474609398"
"29.0","43.0","15.570920817057315"
"-2.0","42.0","11.399559529622419"
"-7.0","41.0","11.834065755208355"
"-5.0","41.0","10.374181111653668"
"19.0","40.0","20.028897094726585"
"12.0","39.0","20.353186035156273"
"16.0","39.0","18.374375406901063"
"14.0","38.0","16.815169270833355"
"-1.0","37.0","20.115264892578146"
"-13.0","36.0","19.13011881510419"
"-4.0","35.0","16.810889689127627"
"30.0","34.0","22.312329101562522"
"32.0","31.0","24.190364583333356"
"18.0","30.0","22.95257263183596"
"35.0","30.0","19.840283203125022"
"37.0","29.0","19.595237223307315"
"28.0","52.0","6.464000447591169"
"24.0","51.0","7.640932210286481"
"-13.0","50.0","12.814644368489606"
"-3.0","49.0","12.861732991536481"
"13.0","49.0","7.583219401041689"
"34.0","49.0","7.491519165039085"
"6.0","48.0","9.554065958658876"
"30.0","48.0","7.974623616536481"
"23.0","46.0","7.6274180094401265"
"7.0","33.0","21.864448038737002"
"13.0","42.0","11.242961629231793"
"25.0","42.0","10.09722086588544"
"36.0","40.0","8.82359822591148"
"0.0","39.0","19.0583201090495"
"31.0","39.0","10.30836588541669"
"38.0","38.0","11.146989949544293"
"-9.0","36.0","19.106023152669295"
"2.0","36.0","16.018212890625023"
"-3.0","35.0","18.768754069010438"
"35.0","35.0","23.5869323730469"
"-5.0","34.0","17.814289347330753"
"4.0","34.0","18.83298746744794"
"-8.0","29.0","24.193615722656272"
"27.0","29.0","22.902485148112003"
"26.0","33.0","22.49008483886721"
"36.0","33.0","19.158249918619813"
"32.0","51.0","6.088978068033877"
"-5.0","48.0","13.307476806640647"
"-8.0","47.0","14.311091105143252"
"7.0","47.0","8.037764485677107"
"36.0","47.0","9.050573730468773"
"8.0","46.0","0.5629628499349185"
"20.0","45.0","12.007214355468772"
"38.0","45.0","11.14663289388023"
"2.0","43.0","9.85397135416669"
"4.0","41.0","18.639153035481794"
"6.0","41.0","18.873909505208356"
"-8.0","40.0","13.546557617187522"
"-6.0","40.0","13.70287272135419"
"7.0","40.0","19.13088785807294"
"17.0","37.0","21.39935709635419"
"18.0","35.0","22.36524047851565"
"22.0","34.0","22.31839294433596"
"31.0","32.0","23.348343912760438"
"-1.0","31.0","20.84917399088544"
"17.0","31.0","23.882171630859396"
"-4.0","30.0","22.906244913737"
"10.0","29.0","22.13407897949221"
"0.0","32.0","19.666682942708356"
"12.0","32.0","21.255449422200545"
"16.0","32.0","23.848882039388045"
"0.0","52.0","9.938116455078148"
"9.0","50.0","9.426430257161481"
"33.0","50.0","6.623636881510439"
"35.0","48.0","8.313202921549502"
"6.0","47.0","8.941358439127628"
"30.0","47.0","9.196991984049502"
"7.0","46.0","0.3555216471354394"
"19.0","46.0","11.15691324869794"
"37.0","46.0","10.873009236653669"
"0.0","45.0","13.00259195963544"
"20.0","44.0","9.660237630208355"
"-13.0","42.0","16.597046915690125"
"-9.0","42.0","15.380486043294294"
"-4.0","41.0","9.891108194987002"
"30.0","40.0","10.909339396158877"
"10.0","39.0","20.19771118164065"
"31.0","38.0","10.725073242187523"
"17.0","36.0","22.11019490559898"
"15.0","35.0","22.458142089843772"
"18.0","34.0","22.93092244466148"
"8.0","29.0","23.421489461263043"
"30.0","33.0","22.723309326171897"
"37.0","32.0","20.022708129882837"
"28.0","31.0","22.349253336588564"
"-5.0","33.0","13.436938476562522"
"22.0","33.0","21.491639200846375"
"28.0","51.0","6.385234578450544"
"-7.0","47.0","14.325805664062523"
"-5.0","47.0","14.05448913574221"
"36.0","46.0","10.831746419270855"
"16.0","45.0","9.127007039388044"
"26.0","41.0","14.046590169270855"
"4.0","40.0","19.55411783854169"
"6.0","40.0","19.499178059895858"
"27.0","39.0","16.1279479980469"
"0.0","38.0","20.505617268880233"
"12.0","38.0","20.61062723795575"
"-4.0","34.0","16.216492716471375"
"-12.0","32.0","20.680378214518253"
"10.0","32.0","21.442529296875023"
"27.0","32.0","23.06611531575523"
"16.0","52.0","9.479438273112002"
"20.0","51.0","7.787611897786481"
"-13.0","49.0","13.383623250325543"
"2.0","49.0","10.458873494466168"
"26.0","48.0","6.9430399576823145"
"17.0","43.0","17.317707316080753"
"33.0","43.0","15.426180013020856"
"16.0","38.0","19.6977722167969"
"1.0","37.0","20.549124145507836"
"15.0","30.0","22.96869812011721"
"-9.0","49.0","13.336586507161481"
"11.0","49.0","8.506727091471378"
"29.0","49.0","7.029004923502627"
"-4.0","48.0","11.776416015625022"
"-8.0","46.0","14.879973347981794"
"-6.0","46.0","14.753400675455753"
"28.0","44.0","11.908765665690128"
"2.0","42.0","9.871484375000023"
"11.0","42.0","18.98459676106773"
"21.0","42.0","8.627613321940126"
"29.0","42.0","16.528017171223983"
"35.0","41.0","9.40911560058596"
"-7.0","40.0","13.891603597005231"
"-5.0","40.0","12.753320312500023"
"-12.0","39.0","17.68350016276044"
"-1.0","36.0","20.37068074544273"
"3.0","35.0","15.777256266276064"
"-3.0","34.0","17.32087097167971"
"35.0","34.0","23.94714050292971"
"-7.0","29.0","22.99661356608075"
"3.0","30.0","22.53895467122398"
"4.0","33.0","20.497718302408877"
"6.0","33.0","21.95766499837242"
"23.0","43.0","8.336390177408877"
"-5.0","52.0","11.410223388671898"
"22.0","52.0","7.685221354166689"
"-6.0","51.0","12.498619588216169"
"20.0","49.0","4.33393249511721"
"-1.0","48.0","11.014835611979189"
"-9.0","47.0","14.33402506510419"
"21.0","47.0","11.15847371419273"
"-11.0","46.0","14.92958170572919"
"25.0","46.0","7.2734334309896065"
"30.0","45.0","14.073541259765648"
"5.0","44.0","12.276148478190127"
"0.0","43.0","7.243277994791689"
"36.0","31.0","19.024457804362"
"-13.0","29.0","21.32427673339846"
"10.0","31.0","21.937830607096377"
"19.0","31.0","24.0977732340495"
"23.0","36.0","20.847227986653667"
"31.0","36.0","22.423943074544294"
"-1.0","34.0","15.890195719401065"
"32.0","34.0","22.831789143880233"
"1.0","33.0","17.867150878906273"
"17.0","41.0","17.798623657226585"
"1.0","40.0","19.588840738932316"
"7.0","37.0","19.511568196614608"
"10.0","37.0","20.057647705078146"
"8.0","36.0","15.954504394531273"
"5.0","51.0","10.373949178059918"
"12.0","50.0","7.442923990885439"
"14.0","49.0","6.824962361653669"
"38.0","49.0","6.815082804362002"
"17.0","48.0","10.293786621093773"
"9.0","46.0","8.122386678059918"
"3.0","45.0","7.055616251627627"
"4.0","45.0","7.458380126953148"
"22.0","45.0","8.488716634114606"
"20.0","30.0","23.651749674479188"
"11.0","29.0","22.017813110351586"
"29.0","29.0","21.974077351888045"
"-2.0","32.0","19.07730916341148"
"18.0","32.0","23.79521891276044"
"34.0","32.0","23.983896891276064"
"28.0","35.0","21.852529907226586"
"38.0","42.0","15.930779012044294"
"13.0","39.0","20.411509195963564"
"18.0","39.0","20.702826944987002"
"34.0","39.0","10.739477539062523"
"22.0","38.0","14.571843465169293"
"27.0","37.0","20.801703898112002"
"37.0","37.0","15.490668741862002"
"-10.0","36.0","19.123252360026065"
"12.0","36.0","21.694079589843774"
"30.0","52.0","6.109763590494814"
"26.0","51.0","7.091898600260439"
"36.0","51.0","5.094403076171898"
"-10.0","50.0","12.726281738281273"
"16.0","50.0","7.584981282552106"
"31.0","50.0","6.883119710286481"
"32.0","48.0","8.036651611328148"
"1.0","47.0","11.472366333007836"
"-5.0","45.0","15.723468017578147"
"-6.0","44.0","16.448084513346377"
"36.0","44.0","13.854409790039085"
"37.0","31.0","20.581052652994813"
"28.0","30.0","23.169841512044293"
"-9.0","29.0","22.327924601237"
"2.0","29.0","23.445925903320337"
"13.0","32.0","20.326187133789084"
"-8.0","31.0","14.390155029296897"
"-6.0","31.0","17.69482828776044"
"24.0","34.0","22.02536315917971"
"31.0","43.0","15.765982055664086"
"-12.0","42.0","16.532325236002627"
"32.0","41.0","9.65794881184898"
"21.0","40.0","9.54216715494794"
"-3.0","39.0","13.694893391927106"
"35.0","39.0","10.342071533203148"
"15.0","38.0","17.2766784667969"
"4.0","52.0","11.908852132161481"
"0.0","50.0","13.119452921549502"
"-12.0","49.0","13.355098470052106"
"33.0","46.0","11.070527140299502"
"26.0","44.0","11.501023356119815"
"-10.0","43.0","15.75760192871096"
"8.0","43.0","18.46415201822919"
"12.0","43.0","12.87323913574221"
"-3.0","32.0","20.003682454427107"
"7.0","31.0","22.586803181966168"
"20.0","35.0","22.097863769531273"
"14.0","42.0","10.103229777018251"
"-1.0","41.0","11.594282023112003"
"-9.0","40.0","15.423064168294294"
"-2.0","39.0","13.84568786621096"
"3.0","38.0","20.322791544596377"
"4.0","38.0","20.36083679199221"
"-8.0","37.0","17.86154683430992"
"19.0","37.0","21.103020222981794"
